ticker,year,statement,line_item,question,answer
ADP,2023,balance_sheet,Payables & Accruals,"In 2023, what was ADP's Payables & Accruals (Balance Sheet)?","In 2023, ADP's Payables & Accruals was $3.94 billion (USD)."
ADP,2023,balance_sheet,Total Equity,"In 2023, what was ADP's Total Equity (Balance Sheet)?","In 2023, ADP's Total Equity was $3.51 billion (USD)."
ADP,2023,cash_flow,Net Cash From Financing Activities,"In 2023, what was ADP's Net Cash From Financing Activities (Cash Flow)?","In 2023, ADP's Net Cash From Financing Activities was $-15.68 billion (USD)."
ADP,2023,cash_flow,Net Change In Cash,"In 2023, what was ADP's Net Change In Cash (Cash Flow)?","In 2023, ADP's Net Change In Cash was $-14.01 billion (USD)."
ADP,2023,cash_flow,Net Change In Long Term Investment,"In 2023, what was ADP's Net Change In Long Term Investment (Cash Flow)?","In 2023, ADP's Net Change In Long Term Investment was $-6.62 billion (USD)."
ADP,2023,cash_flow,Net Cash From Operating Activities,"In 2023, what was ADP's Net Cash From Operating Activities (Cash Flow)?","In 2023, ADP's Net Cash From Operating Activities was $4.21 billion (USD)."
ADP,2023,cash_flow,Net Income/ Starting Line,"In 2023, what was ADP's Net Income/ Starting Line (Cash Flow)?","In 2023, ADP's Net Income/ Starting Line was $3.41 billion (USD)."
ADP,2023,cash_flow,Net Cash From Investing Activities,"In 2023, what was ADP's Net Cash From Investing Activities (Cash Flow)?","In 2023, ADP's Net Cash From Investing Activities was $-2.52 billion (USD)."
ADP,2023,cash_flow,Dividends Paid,"In 2023, what was ADP's Dividends Paid (Cash Flow)?","In 2023, ADP's Dividends Paid was $-1.90 billion (USD)."
ADP,2023,cash_flow,Non- Cash Items,"In 2023, what was ADP's Non- Cash Items (Cash Flow)?","In 2023, ADP's Non- Cash Items was $1.19 billion (USD)."
ADP,2023,cash_flow,Cash From ( Repurchase Of) Equity,"In 2023, what was ADP's Cash From ( Repurchase Of) Equity (Cash Flow)?","In 2023, ADP's Cash From ( Repurchase Of) Equity was $-1.03 billion (USD)."
ADP,2023,cash_flow,Change In Working Capital,"In 2023, what was ADP's Change In Working Capital (Cash Flow)?","In 2023, ADP's Change In Working Capital was $-938.70 million (USD)."
ADP,2023,cash_flow,Change In Fixed Assets & Intangibles,"In 2023, what was ADP's Change In Fixed Assets & Intangibles (Cash Flow)?","In 2023, ADP's Change In Fixed Assets & Intangibles was $-571.60 million (USD)."
ADP,2023,cash_flow,Depreciation & Amortization,"In 2023, what was ADP's Depreciation & Amortization (Cash Flow)?","In 2023, ADP's Depreciation & Amortization was $549.30 million (USD)."
ADP,2024,income_statement,Cost Of Revenue,What was ADP's Cost Of Revenue in 2024?,ADP's Cost Of Revenue in 2024 was $-9.05 billion (USD).
ADP,2024,income_statement,Revenue,What was ADP's Revenue in 2024?,ADP's Revenue in 2024 was $19.20 billion (USD).
ADP,2024,cash_flow,Net Income/ Starting Line,What was ADP's Net Income/ Starting Line in 2024?,ADP's Net Income/ Starting Line in 2024 was $3.75 billion (USD).
ADP,2024,income_statement,Net Income,What was ADP's Net Income in 2024?,ADP's Net Income in 2024 was $3.75 billion (USD).
ADP,2024,income_statement,Net Income ( Common),What was ADP's Net Income ( Common) in 2024?,ADP's Net Income ( Common) in 2024 was $3.75 billion (USD).
ADP,2024,income_statement,Gross Profit,What was ADP's Gross Profit in 2024?,ADP's Gross Profit in 2024 was $10.15 billion (USD).
ADP,2024,income_statement,Non- Operating Income ( Loss),What was ADP's Non- Operating Income ( Loss) in 2024?,ADP's Non- Operating Income ( Loss) in 2024 was $-74.70 million (USD).
ADP,2024,income_statement,Operating Income ( Loss),What was ADP's Operating Income ( Loss) in 2024?,ADP's Operating Income ( Loss) in 2024 was $4.95 billion (USD).
ADP,2024,balance_sheet,Total Assets,What was ADP's Total Assets in 2024?,ADP's Total Assets in 2024 was $54.36 billion (USD).
ADP,2024,balance_sheet,Total Liabilities,What was ADP's Total Liabilities in 2024?,ADP's Total Liabilities in 2024 was $49.82 billion (USD).
ADP,2024,balance_sheet,Total Liabilities & Equity,What was ADP's Total Liabilities & Equity in 2024?,ADP's Total Liabilities & Equity in 2024 was $54.36 billion (USD).
ADP,2024,income_statement,Revenue,"In 2024, what was ADP's Revenue (Income Statement)?","In 2024, ADP's Revenue was $19.20 billion (USD)."
ADP,2024,income_statement,Gross Profit,"In 2024, what was ADP's Gross Profit (Income Statement)?","In 2024, ADP's Gross Profit was $10.15 billion (USD)."
ADP,2024,income_statement,Cost Of Revenue,"In 2024, what was ADP's Cost Of Revenue (Income Statement)?","In 2024, ADP's Cost Of Revenue was $-9.05 billion (USD)."
ADP,2024,income_statement,Operating Expenses,"In 2024, what was ADP's Operating Expenses (Income Statement)?","In 2024, ADP's Operating Expenses was $-5.21 billion (USD)."
ADP,2024,income_statement,Operating Income ( Loss),"In 2024, what was ADP's Operating Income ( Loss) (Income Statement)?","In 2024, ADP's Operating Income ( Loss) was $4.95 billion (USD)."
ADP,2024,income_statement,"Pretax Income ( Loss), Adj.","In 2024, what was ADP's Pretax Income ( Loss), Adj. (Income Statement)?","In 2024, ADP's Pretax Income ( Loss), Adj. was $4.87 billion (USD)."
ADP,2024,income_statement,Pretax Income ( Loss),"In 2024, what was ADP's Pretax Income ( Loss) (Income Statement)?","In 2024, ADP's Pretax Income ( Loss) was $4.87 billion (USD)."
ADP,2024,income_statement,"Selling, General & Administrative","In 2024, what was ADP's Selling, General & Administrative (Income Statement)?","In 2024, ADP's Selling, General & Administrative was $-3.78 billion (USD)."
ADP,2024,income_statement,Net Income ( Common),"In 2024, what was ADP's Net Income ( Common) (Income Statement)?","In 2024, ADP's Net Income ( Common) was $3.75 billion (USD)."
ADP,2024,income_statement,Income ( Loss) From Continuing Operations,"In 2024, what was ADP's Income ( Loss) From Continuing Operations (Income Statement)?","In 2024, ADP's Income ( Loss) From Continuing Operations was $3.75 billion (USD)."
ADP,2024,income_statement,Net Income,"In 2024, what was ADP's Net Income (Income Statement)?","In 2024, ADP's Net Income was $3.75 billion (USD)."
ADP,2024,income_statement,"Income Tax ( Expense) Benefit, Net","In 2024, what was ADP's Income Tax ( Expense) Benefit, Net (Income Statement)?","In 2024, ADP's Income Tax ( Expense) Benefit, Net was $-1.12 billion (USD)."
ADP,2024,balance_sheet,Total Liabilities & Equity,"In 2024, what was ADP's Total Liabilities & Equity (Balance Sheet)?","In 2024, ADP's Total Liabilities & Equity was $54.36 billion (USD)."
ADP,2024,balance_sheet,Total Assets,"In 2024, what was ADP's Total Assets (Balance Sheet)?","In 2024, ADP's Total Assets was $54.36 billion (USD)."
ADP,2024,balance_sheet,Total Liabilities,"In 2024, what was ADP's Total Liabilities (Balance Sheet)?","In 2024, ADP's Total Liabilities was $49.82 billion (USD)."
ADP,2024,balance_sheet,Total Current Assets,"In 2024, what was ADP's Total Current Assets (Balance Sheet)?","In 2024, ADP's Total Current Assets was $45.54 billion (USD)."
ADP,2024,balance_sheet,Total Current Liabilities,"In 2024, what was ADP's Total Current Liabilities (Balance Sheet)?","In 2024, ADP's Total Current Liabilities was $45.08 billion (USD)."
ADP,2024,balance_sheet,Retained Earnings,"In 2024, what was ADP's Retained Earnings (Balance Sheet)?","In 2024, ADP's Retained Earnings was $23.62 billion (USD)."
ADP,2024,balance_sheet,Treasury Stock,"In 2024, what was ADP's Treasury Stock (Balance Sheet)?","In 2024, ADP's Treasury Stock was $-19.74 billion (USD)."
ADP,2024,balance_sheet,Total Noncurrent Assets,"In 2024, what was ADP's Total Noncurrent Assets (Balance Sheet)?","In 2024, ADP's Total Noncurrent Assets was $8.82 billion (USD)."
ADP,2024,balance_sheet,Other Long Term Assets,"In 2024, what was ADP's Other Long Term Assets (Balance Sheet)?","In 2024, ADP's Other Long Term Assets was $8.13 billion (USD)."
ADP,2024,balance_sheet,Payables & Accruals,"In 2024, what was ADP's Payables & Accruals (Balance Sheet)?","In 2024, ADP's Payables & Accruals was $4.99 billion (USD)."
ADP,2024,balance_sheet,Total Noncurrent Liabilities,"In 2024, what was ADP's Total Noncurrent Liabilities (Balance Sheet)?","In 2024, ADP's Total Noncurrent Liabilities was $4.74 billion (USD)."
ADP,2024,balance_sheet,Total Equity,"In 2024, what was ADP's Total Equity (Balance Sheet)?","In 2024, ADP's Total Equity was $4.55 billion (USD)."
ADP,2024,cash_flow,Net Change In Long Term Investment,"In 2024, what was ADP's Net Change In Long Term Investment (Cash Flow)?","In 2024, ADP's Net Change In Long Term Investment was $-6.84 billion (USD)."
ADP,2024,cash_flow,Net Cash From Operating Activities,"In 2024, what was ADP's Net Cash From Operating Activities (Cash Flow)?","In 2024, ADP's Net Cash From Operating Activities was $4.16 billion (USD)."
ADP,2024,cash_flow,Net Income/ Starting Line,"In 2024, what was ADP's Net Income/ Starting Line (Cash Flow)?","In 2024, ADP's Net Income/ Starting Line was $3.75 billion (USD)."
ADP,2024,cash_flow,Dividends Paid,"In 2024, what was ADP's Dividends Paid (Cash Flow)?","In 2024, ADP's Dividends Paid was $-2.18 billion (USD)."
ADP,2024,cash_flow,Net Cash From Financing Activities,"In 2024, what was ADP's Net Cash From Financing Activities (Cash Flow)?","In 2024, ADP's Net Cash From Financing Activities was $-2.03 billion (USD)."
ADP,2024,cash_flow,Change In Working Capital,"In 2024, what was ADP's Change In Working Capital (Cash Flow)?","In 2024, ADP's Change In Working Capital was $-1.42 billion (USD)."
ADP,2024,cash_flow,Net Change In Cash,"In 2024, what was ADP's Net Change In Cash (Cash Flow)?","In 2024, ADP's Net Change In Cash was $1.31 billion (USD)."
ADP,2024,cash_flow,Non- Cash Items,"In 2024, what was ADP's Non- Cash Items (Cash Flow)?","In 2024, ADP's Non- Cash Items was $1.26 billion (USD)."
ADP,2024,cash_flow,Cash From ( Repurchase Of) Equity,"In 2024, what was ADP's Cash From ( Repurchase Of) Equity (Cash Flow)?","In 2024, ADP's Cash From ( Repurchase Of) Equity was $-1.18 billion (USD)."
ADP,2024,cash_flow,Net Cash From Investing Activities,"In 2024, what was ADP's Net Cash From Investing Activities (Cash Flow)?","In 2024, ADP's Net Cash From Investing Activities was $-786.30 million (USD)."
ADP,2024,cash_flow,Depreciation & Amortization,"In 2024, what was ADP's Depreciation & Amortization (Cash Flow)?","In 2024, ADP's Depreciation & Amortization was $561.90 million (USD)."
ADP,2024,cash_flow,Change In Fixed Assets & Intangibles,"In 2024, what was ADP's Change In Fixed Assets & Intangibles (Cash Flow)?","In 2024, ADP's Change In Fixed Assets & Intangibles was $-535.10 million (USD)."
AEHR,2023,income_statement,Cost Of Revenue,What was AEHR's Cost Of Revenue in 2023?,AEHR's Cost Of Revenue in 2023 was $-32.22 million (USD).
AEHR,2023,income_statement,Revenue,What was AEHR's Revenue in 2023?,AEHR's Revenue in 2023 was $64.96 million (USD).
AEHR,2023,cash_flow,Net Income/ Starting Line,What was AEHR's Net Income/ Starting Line in 2023?,AEHR's Net Income/ Starting Line in 2023 was $14.56 million (USD).
AEHR,2023,income_statement,Net Income,What was AEHR's Net Income in 2023?,AEHR's Net Income in 2023 was $14.56 million (USD).
AEHR,2023,income_statement,Net Income ( Common),What was AEHR's Net Income ( Common) in 2023?,AEHR's Net Income ( Common) in 2023 was $14.56 million (USD).
AEHR,2023,income_statement,Gross Profit,What was AEHR's Gross Profit in 2023?,AEHR's Gross Profit in 2023 was $32.75 million (USD).
AEHR,2023,income_statement,Non- Operating Income ( Loss),What was AEHR's Non- Operating Income ( Loss) in 2023?,AEHR's Non- Operating Income ( Loss) in 2023 was $1.24 million (USD).
AEHR,2023,income_statement,Operating Income ( Loss),What was AEHR's Operating Income ( Loss) in 2023?,AEHR's Operating Income ( Loss) in 2023 was $13.38 million (USD).
AEHR,2023,balance_sheet,Total Assets,What was AEHR's Total Assets in 2023?,AEHR's Total Assets in 2023 was $98.14 million (USD).
AEHR,2023,balance_sheet,Total Liabilities,What was AEHR's Total Liabilities in 2023?,AEHR's Total Liabilities in 2023 was $22.54 million (USD).
AEHR,2023,balance_sheet,Total Liabilities & Equity,What was AEHR's Total Liabilities & Equity in 2023?,AEHR's Total Liabilities & Equity in 2023 was $98.14 million (USD).
AEHR,2023,income_statement,Revenue,"In 2023, what was AEHR's Revenue (Income Statement)?","In 2023, AEHR's Revenue was $64.96 million (USD)."
AEHR,2023,income_statement,Gross Profit,"In 2023, what was AEHR's Gross Profit (Income Statement)?","In 2023, AEHR's Gross Profit was $32.75 million (USD)."
AEHR,2023,income_statement,Cost Of Revenue,"In 2023, what was AEHR's Cost Of Revenue (Income Statement)?","In 2023, AEHR's Cost Of Revenue was $-32.22 million (USD)."
AEHR,2023,income_statement,Shares ( Diluted),"In 2023, what was AEHR's Shares ( Diluted) (Income Statement)?","In 2023, AEHR's Shares ( Diluted) was $29.21 million (USD)."
AEHR,2023,income_statement,Shares ( Basic),"In 2023, what was AEHR's Shares ( Basic) (Income Statement)?","In 2023, AEHR's Shares ( Basic) was $27.79 million (USD)."
AEHR,2023,income_statement,Operating Expenses,"In 2023, what was AEHR's Operating Expenses (Income Statement)?","In 2023, AEHR's Operating Expenses was $-19.37 million (USD)."
AEHR,2023,income_statement,Pretax Income ( Loss),"In 2023, what was AEHR's Pretax Income ( Loss) (Income Statement)?","In 2023, AEHR's Pretax Income ( Loss) was $14.62 million (USD)."
AEHR,2023,income_statement,"Pretax Income ( Loss), Adj.","In 2023, what was AEHR's Pretax Income ( Loss), Adj. (Income Statement)?","In 2023, AEHR's Pretax Income ( Loss), Adj. was $14.62 million (USD)."
AEHR,2023,income_statement,Net Income ( Common),"In 2023, what was AEHR's Net Income ( Common) (Income Statement)?","In 2023, AEHR's Net Income ( Common) was $14.56 million (USD)."
AEHR,2023,income_statement,Income ( Loss) From Continuing Operations,"In 2023, what was AEHR's Income ( Loss) From Continuing Operations (Income Statement)?","In 2023, AEHR's Income ( Loss) From Continuing Operations was $14.56 million (USD)."
AEHR,2023,income_statement,Net Income,"In 2023, what was AEHR's Net Income (Income Statement)?","In 2023, AEHR's Net Income was $14.56 million (USD)."
AEHR,2023,income_statement,Operating Income ( Loss),"In 2023, what was AEHR's Operating Income ( Loss) (Income Statement)?","In 2023, AEHR's Operating Income ( Loss) was $13.38 million (USD)."
AEHR,2023,balance_sheet,Share Capital & Additional Paid- In Capital,"In 2023, what was AEHR's Share Capital & Additional Paid- In Capital (Balance Sheet)?","In 2023, AEHR's Share Capital & Additional Paid- In Capital was $128.06 million (USD)."
AEHR,2023,balance_sheet,Total Assets,"In 2023, what was AEHR's Total Assets (Balance Sheet)?","In 2023, AEHR's Total Assets was $98.14 million (USD)."
AEHR,2023,balance_sheet,Total Liabilities & Equity,"In 2023, what was AEHR's Total Liabilities & Equity (Balance Sheet)?","In 2023, AEHR's Total Liabilities & Equity was $98.14 million (USD)."
AEHR,2023,balance_sheet,Total Current Assets,"In 2023, what was AEHR's Total Current Assets (Balance Sheet)?","In 2023, AEHR's Total Current Assets was $89.03 million (USD)."
AEHR,2023,balance_sheet,Total Equity,"In 2023, what was AEHR's Total Equity (Balance Sheet)?","In 2023, AEHR's Total Equity was $75.60 million (USD)."
AEHR,2023,balance_sheet,Retained Earnings,"In 2023, what was AEHR's Retained Earnings (Balance Sheet)?","In 2023, AEHR's Retained Earnings was $-52.31 million (USD)."
AEHR,2023,balance_sheet,"Cash, Cash Equivalents & Short Term Investments","In 2023, what was AEHR's Cash, Cash Equivalents & Short Term Investments (Balance Sheet)?","In 2023, AEHR's Cash, Cash Equivalents & Short Term Investments was $47.91 million (USD)."
AEHR,2023,balance_sheet,Shares ( Diluted),"In 2023, what was AEHR's Shares ( Diluted) (Balance Sheet)?","In 2023, AEHR's Shares ( Diluted) was $29.21 million (USD)."
AEHR,2023,balance_sheet,Shares ( Basic),"In 2023, what was AEHR's Shares ( Basic) (Balance Sheet)?","In 2023, AEHR's Shares ( Basic) was $27.79 million (USD)."
AEHR,2023,balance_sheet,Inventories,"In 2023, what was AEHR's Inventories (Balance Sheet)?","In 2023, AEHR's Inventories was $23.91 million (USD)."
AEHR,2023,balance_sheet,Total Liabilities,"In 2023, what was AEHR's Total Liabilities (Balance Sheet)?","In 2023, AEHR's Total Liabilities was $22.54 million (USD)."
AEHR,2023,balance_sheet,Accounts & Notes Receivable,"In 2023, what was AEHR's Accounts & Notes Receivable (Balance Sheet)?","In 2023, AEHR's Accounts & Notes Receivable was $16.59 million (USD)."
AEHR,2023,cash_flow,Shares ( Diluted),"In 2023, what was AEHR's Shares ( Diluted) (Cash Flow)?","In 2023, AEHR's Shares ( Diluted) was $29.21 million (USD)."
AEHR,2023,cash_flow,Shares ( Basic),"In 2023, what was AEHR's Shares ( Basic) (Cash Flow)?","In 2023, AEHR's Shares ( Basic) was $27.79 million (USD)."
AEHR,2023,cash_flow,Net Cash From Investing Activities,"In 2023, what was AEHR's Net Cash From Investing Activities (Cash Flow)?","In 2023, AEHR's Net Cash From Investing Activities was $-18.66 million (USD)."
AEHR,2023,cash_flow,Net Change In Long Term Investment,"In 2023, what was AEHR's Net Change In Long Term Investment (Cash Flow)?","In 2023, AEHR's Net Change In Long Term Investment was $-17.29 million (USD)."
AEHR,2023,cash_flow,Net Income/ Starting Line,"In 2023, what was AEHR's Net Income/ Starting Line (Cash Flow)?","In 2023, AEHR's Net Income/ Starting Line was $14.56 million (USD)."
AEHR,2023,cash_flow,Net Cash From Operating Activities,"In 2023, what was AEHR's Net Cash From Operating Activities (Cash Flow)?","In 2023, AEHR's Net Cash From Operating Activities was $10.01 million (USD)."
AEHR,2023,cash_flow,Cash From ( Repurchase Of) Equity,"In 2023, what was AEHR's Cash From ( Repurchase Of) Equity (Cash Flow)?","In 2023, AEHR's Cash From ( Repurchase Of) Equity was $9.38 million (USD)."
AEHR,2023,cash_flow,Change In Working Capital,"In 2023, what was AEHR's Change In Working Capital (Cash Flow)?","In 2023, AEHR's Change In Working Capital was $-7.84 million (USD)."
AEHR,2023,cash_flow,Net Cash From Financing Activities,"In 2023, what was AEHR's Net Cash From Financing Activities (Cash Flow)?","In 2023, AEHR's Net Cash From Financing Activities was $7.32 million (USD)."
AEHR,2023,cash_flow,Non- Cash Items,"In 2023, what was AEHR's Non- Cash Items (Cash Flow)?","In 2023, AEHR's Non- Cash Items was $2.85 million (USD)."
AEHR,2023,cash_flow,Change In Fixed Assets & Intangibles,"In 2023, what was AEHR's Change In Fixed Assets & Intangibles (Cash Flow)?","In 2023, AEHR's Change In Fixed Assets & Intangibles was $-1.36 million (USD)."
AEHR,2023,cash_flow,Net Change In Cash,"In 2023, what was AEHR's Net Change In Cash (Cash Flow)?","In 2023, AEHR's Net Change In Cash was $-1.36 million (USD)."
AEHR,2024,income_statement,Cost Of Revenue,What was AEHR's Cost Of Revenue in 2024?,AEHR's Cost Of Revenue in 2024 was $-33.67 million (USD).
AEHR,2024,income_statement,Revenue,What was AEHR's Revenue in 2024?,AEHR's Revenue in 2024 was $66.22 million (USD).
AEHR,2024,cash_flow,Net Income/ Starting Line,What was AEHR's Net Income/ Starting Line in 2024?,AEHR's Net Income/ Starting Line in 2024 was $33.16 million (USD).
AEHR,2024,income_statement,Net Income,What was AEHR's Net Income in 2024?,AEHR's Net Income in 2024 was $33.16 million (USD).
AEHR,2024,income_statement,Net Income ( Common),What was AEHR's Net Income ( Common) in 2024?,AEHR's Net Income ( Common) in 2024 was $33.16 million (USD).
AEHR,2024,income_statement,Gross Profit,What was AEHR's Gross Profit in 2024?,AEHR's Gross Profit in 2024 was $32.54 million (USD).
AEHR,2024,income_statement,Non- Operating Income ( Loss),What was AEHR's Non- Operating Income ( Loss) in 2024?,AEHR's Non- Operating Income ( Loss) in 2024 was $2.38 million (USD).
AEHR,2024,income_statement,Operating Income ( Loss),What was AEHR's Operating Income ( Loss) in 2024?,AEHR's Operating Income ( Loss) in 2024 was $10.08 million (USD).
AEHR,2024,balance_sheet,Total Assets,What was AEHR's Total Assets in 2024?,AEHR's Total Assets in 2024 was $127.91 million (USD).
AEHR,2024,balance_sheet,Total Liabilities,What was AEHR's Total Liabilities in 2024?,AEHR's Total Liabilities in 2024 was $16.32 million (USD).
AEHR,2024,balance_sheet,Total Liabilities & Equity,What was AEHR's Total Liabilities & Equity in 2024?,AEHR's Total Liabilities & Equity in 2024 was $127.91 million (USD).
AEHR,2024,income_statement,Revenue,"In 2024, what was AEHR's Revenue (Income Statement)?","In 2024, AEHR's Revenue was $66.22 million (USD)."
AEHR,2024,income_statement,Cost Of Revenue,"In 2024, what was AEHR's Cost Of Revenue (Income Statement)?","In 2024, AEHR's Cost Of Revenue was $-33.67 million (USD)."
AEHR,2024,income_statement,Net Income ( Common),"In 2024, what was AEHR's Net Income ( Common) (Income Statement)?","In 2024, AEHR's Net Income ( Common) was $33.16 million (USD)."
AEHR,2024,income_statement,Income ( Loss) From Continuing Operations,"In 2024, what was AEHR's Income ( Loss) From Continuing Operations (Income Statement)?","In 2024, AEHR's Income ( Loss) From Continuing Operations was $33.16 million (USD)."
AEHR,2024,income_statement,Net Income,"In 2024, what was AEHR's Net Income (Income Statement)?","In 2024, AEHR's Net Income was $33.16 million (USD)."
AEHR,2024,income_statement,Gross Profit,"In 2024, what was AEHR's Gross Profit (Income Statement)?","In 2024, AEHR's Gross Profit was $32.54 million (USD)."
AEHR,2024,income_statement,Shares ( Diluted),"In 2024, what was AEHR's Shares ( Diluted) (Income Statement)?","In 2024, AEHR's Shares ( Diluted) was $29.62 million (USD)."
AEHR,2024,income_statement,Shares ( Basic),"In 2024, what was AEHR's Shares ( Basic) (Income Statement)?","In 2024, AEHR's Shares ( Basic) was $28.82 million (USD)."
